2026-04-08 12:15:35,014 [INFO] src.process_lock: Process lock acquired (PID 13088)
2026-04-08 12:15:35,020 [INFO] src.outcome_tracker: Outcome tracker: loaded 2 markets to watch
2026-04-08 12:15:35,257 [ERROR] src.ai_analyst: NO BUDGET FILE FOUND -- starting with $0 spent. Check logs/ai_budget.json
2026-04-08 12:15:35,661 [INFO] src.notifier: Telegram connected: @polyagent_erim_bot (chat_id: 5102852678)
2026-04-08 12:15:37,067 [INFO] src.sports_ws: Sports WebSocket started in background thread
2026-04-08 12:15:37,067 [INFO] src.websocket_feed: WebSocket price feed started in background thread
2026-04-08 12:15:37,068 [INFO] src.exit_monitor: WS pulse thread started (interval=2.0s)
2026-04-08 12:15:37,068 [INFO] src.agent: Agent starting -- mode=dry_run
2026-04-08 12:15:37,351 [INFO] src.websocket_feed: WebSocket connected to CLOB (0 subscriptions)
2026-04-08 12:15:37,354 [INFO] src.sports_ws: Sports WebSocket connected to wss://sports-api.polymarket.com/ws
2026-04-08 12:15:38,510 [INFO] src.agent: === Cycle #1 start ===
2026-04-08 12:15:38,510 [INFO] src.agent: Phase [reflection] took 0.0s
2026-04-08 12:15:38,510 [INFO] src.agent: Phase [bankroll+drawdown+cb] took 0.0s
2026-04-08 12:15:38,511 [INFO] src.agent: Phase [price_update+resolved] took 0.0s
2026-04-08 12:15:38,513 [INFO] src.agent: Phase [exit_detection] took 0.0s
2026-04-08 12:15:38,867 [INFO] src.market_scanner: Discovered 177 league tags from /sports (177 entries)
2026-04-08 12:18:19,000 [INFO] src.market_scanner: Total scan: 177 tags + 2 parent, 266 queries -> 36785 unique markets
2026-04-08 12:18:19,007 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Carolina Hurricanes win the 2026 NHL Stanley Cup?
2026-04-08 12:18:19,007 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Dallas Stars win the 2026 NHL Stanley Cup?
2026-04-08 12:18:19,007 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Columbus Blue Jackets win the 2026 NHL Stanley Cup?
2026-04-08 12:18:19,007 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Nashville Predators win the 2026 NHL Stanley Cup?
2026-04-08 12:18:19,007 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Edmonton Oilers win the 2026 NHL Stanley Cup?
2026-04-08 12:18:19,008 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Colorado Avalanche win the 2026 NHL Stanley Cup?
2026-04-08 12:18:19,008 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Vegas Golden Knights win the 2026 NHL Stanley Cup?
2026-04-08 12:18:19,008 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the San Jose Sharks win the 2026 NHL Stanley Cup?
2026-04-08 12:18:19,008 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Tampa Bay Lightning win the 2026 NHL Stanley Cup?
2026-04-08 12:18:19,008 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Montreal Canadiens win the 2026 NHL Stanley Cup?
2026-04-08 12:18:19,008 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Los Angeles Kings win the 2026 NHL Stanley Cup?
2026-04-08 12:18:19,008 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Boston Bruins win the 2026 NHL Stanley Cup?
2026-04-08 12:18:19,008 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Winnipeg Jets win the 2026 NHL Stanley Cup?
2026-04-08 12:18:19,009 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Washington Capitals win the 2026 NHL Stanley Cup?
2026-04-08 12:18:19,009 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Ottawa Senators win the 2026 NHL Stanley Cup?
2026-04-08 12:18:19,009 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Minnesota Wild win the 2026 NHL Stanley Cup?
2026-04-08 12:18:19,009 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the Utah Mammoth win the 2026 NHL Stanley Cup?
2026-04-08 12:18:19,009 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the St. Louis Blues win the 2026 NHL Stanley Cup?
2026-04-08 12:18:19,009 [INFO] src.market_scanner: Skipped too far out (83d, max=14d): Will the New York Islanders win the 2026 NHL Stanley Cup?
